bangla_speech,english_speech,dialect
আমনে কি মোগো বাড়ি আইছেন,have you come to our house,Barishal 
আযিয়া তোঁয়ার বাইর দেইক্কি,I saw your brother today,Chittagong
আজকে তোমার ভাইরে দেখলাম,I saw your brother today,Mymensingh
আইজগা তোয়ার ভাইরে দেইকলাম ,I saw your brother today,Noakhali
আইজ তুমিতাইন ওর ভাইরে দেখলাম,I saw your brother today,Sylhet
মাইয়া হ্যার পরিবার লইয়া ঈদের কয়দিন আগে দ্যাশে আওয়ার কথা আল্লেহ,The girl was supposed to come home with her family a few days before Eid,Barishal 
তোঁয়ার মূল্যবান বক্তব্যর লাই তোঁআরে দন্যবাদ,Thank you very much for your valuable comments,Chittagong
তোমার মূল্যবান বক্তব্যের লাইজ্ঞা তোমারে মেলা ধন্যবাদ ,Thank you very much for your valuable comments,Mymensingh
তোয়ার মূইল্যবান বক্তিব্যর লাই তোয়ারে মেলা ধন্যবাদ ,Thank you very much for your valuable comments,Noakhali
তুমিতাইন ওর মূল্যবান বক্তব্যর লাগি ধন্যবাদ ,Thank you very much for your valuable comments,Sylhet
মায়ের কথা কয়ডাদিন আগেই মুই হ্যারে এউক্কা কষ্টের কথা কইছি,A few days ago I was telling her about a problem,Barishal 
আঁই কি বেশি বিরক্ত গরি?,What bothers me the most?,Chittagong
আমি কিতা বেশি বিরক্ত করি?,What bothers me the most?,Mymensingh
আই কি বেশি বিরক্ত করি,What bothers me the most?,Noakhali
আমি কিতা বেশি জ্বালাই নি?,What bothers me the most?,Sylhet
আব্বা বইডা বুকশেলফে উডাইয়া রাখছেলে,Dad kept the book on the bookshelf,Barishal 
"কিছু দিন ফর পারুল নিজেই জানাইয়ে, বইয়ান ফোন গিয়ে","A few days later, Parul himself said that the book had been found",Chittagong
"কিসু দিন বাদে পারুল নিজেই জানাইল, বইটা পাওয়ন গেসে","A few days later, Parul himself said that the book had been found",Mymensingh
"কিছু দিন হরে হারুল নিজেই জানাইছে, বইকান হাওন গেছে","A few days later, Parul himself said that the book had been found",Noakhali
"কিছুদিন বাদে পারুলে নিজেউ জানাইলো, বই ওগু ফাওয়া গেছে","A few days later, Parul himself said that the book had been found",Sylhet
মোগো পরিবারে খুশির বাইরে কোনো কাইজ্জা নাই,In our family there is no quarrel but happiness,Barishal 
আঁর হালা যামা নাই,I don't have black clothes,Chittagong
আমার কালা জামা নাই,I don't have black clothes,Mymensingh
আর কালা কোত্তা নাই,I don't have black clothes,Noakhali
আমার কালা রঙ ওর জামা নাই,I don't have black clothes,Sylhet
অন্যদিক আমনের জামাইও মানু হিসাবে ভাল না,"On the other hand, your husband is also not good as a person",Barishal 
তুঁই একযন ডিলা মানুষ,You are a stupid man,Chittagong
তুমি বোকা একজন মানুষ,You are a stupid man,Mymensingh
তুউই একজন বেকুব মানুষ ,You are a stupid man,Noakhali
তুমিতাইন একটা গাধা মানুষ,You are a stupid man,Sylhet
অয় ঠিকই কইছে,He is right,Barishal 
"বউ খাইবার সমত হাসি কুশি মুখত কইয়ে, রান্না কেন অইয়ে","The wife said with a smile during the meal, how was the cooking?",Chittagong
"বউ খাওনের সময় বেশ হাসি মুখে কইল, রান্না কেমত হইসে?","The wife said with a smile during the meal, how was the cooking?",Mymensingh
"বৌ খানের সময় বড্ডা এক্কান আসি দি কইলো, পাক কিরুম অইছে? ","The wife said with a smile during the meal, how was the cooking?",Noakhali
"বউয়ে খানির সময় বাক্কা হাসি মুখে জিগাইলো, রান্না কিলা ওইছে?","The wife said with a smile during the meal, how was the cooking?",Sylhet
