Standard_Bangla,dialect_speech,English_translation
তাকে দেখতে এসে কেন গেলাম,ইতারে চ্যাঁইতে আই কিল্লাই গেলাম,Why did I go to see him/her?
তাকে দেখলে সবাই মুখ ঘুরে রাখে,ইতারে চ্যাঁইলে বেজ্ঞুনে মুক ঘুরি রাহে,Everyone avoids looking at him/her.
তাকে টাকা বাড়িয়ে দিতে হবে,ইতারে টিয়া বাড়াই দন অইব্যু,He/She needs to be given more money.
তাকে ডেকে বিপদ হয়েছে,ইতারে ডাহি বিপদ হইয়্যে,Calling him/her has caused trouble.
ওরে ডিম থেরাপি দেওয়া উচিত । যা করে আর কোন দিন এই রকম চাড়ালীপনা না করে ।,ইতারে ডিম থেরাপি দন উচিত। যিন গরে আর হোনো দিন যাতে এইল্লাত চাড়ালীপনা ন গরে,"He should be given egg therapy. Whatever it takes, he shouldn't act so foolishly again."
ওকে তো টুকাই এর মতো লাগছে,ইতারে ত টোকাইর ডইল্লা লার,He/She looks like Tukai.
তাকে তো আর পাবে না,ইতারে তো আর ন ফাইবে,You won't get him/her anymore.
তাকে তোমার চাচির কথা বললাম,ইতারে তোঁয়ার চাচির হথা হইলাম,I told him about your aunt.
তাকে দাও তোর হাত,ইতারে দ তুঁর আঁত,Give him your hand.
তাকে দাও তোমার হাত,ইতারে দ তোঁয়ার আঁত,Give him your hand.
ওরে দেখতে তো গাঁজাখোর এর মতো দেখা যায়,ইতারে দেইখতে ত গাঁজাহোর অর মতো দেহা যায়,You look like a drug addict.
